date,ipc,ind_man,ind_com,ind_con,ind_ser,iae_np,ideac_ct,ideac_sb,base_mon,caja_bce,casa_osd,cuasidinero,dep_vista,din_elec,esp_mon_cir,liq_m2,mon_frac,mult_m1_bm,mult_m2_bm,ofer_m1,res_ban,agr_raw_mat,apsp_crude,coal,energy,fertil,food_bever,ind_materials,metal,natural_gas,non-fuel,precious_metals,wti_price,pib_nom_USDK,pib_real_USDK,loan_rate,deposit_rate,credit_priv_USDM,CPI_US,TNX,pos_divisas,oro_monetario,DEGs,pos_reserva_FMI,pos_ALADI,pos_sucre,res_internacional,ipp,ipcons
2004-11-01,67.0,114.76269039207247,110.74693432729441,99.00233791493052,110.49691960855091,108.16243995095618,79.93797308,78.88528684,2825.595886,141.124378,249.22,3883.41,2146.62,,2098.074264,8184.276795,56.172531,1.52211,2.896478,4300.866795,281.004713,81.3510923542514,90.0403829362794,87.5325995504151,109.625843442339,87.0019895382791,71.3449980444569,73.4708636795935,70.3386534574728,147.073684946338,65.8194587341349,37.6257366085758,48.47,9398038.333333334,11554070.333333334,49.06,18.18,5851.37,191.7,4.194,1142.57,383.02,0.14,26.34,-2.77,,1549.31,66.35,162.73
2004-12-01,66.96,115.8390090543642,112.35292481105927,99.87177882418099,112.13623488544157,109.42664882919114,80.32485944,96.69139309,3084.776642,191.37,247.22,4092.12,2273.04,,2255.286642,8678.546642,58.1,1.486794,2.813347,4586.426642,332.8,78.4043594189963,82.1055915081686,82.0770458259104,104.289166683729,85.1542898305237,75.2454998871446,72.7938480286174,70.563798387446,150.562878985494,67.5512730458645,37.5645322003982,43.15,9493323.0,11629461.0,33.3,15.05,6058.59,191.7,4.2309090909090905,984.43,367.99,55.87,26.54,2.49,,1437.32,66.69,162.21
2005-01-01,67.12,116.65319812995153,110.80101179135376,99.25335562741554,112.65306604580498,109.18822949710838,80.8740005,80.59490669,2927.961124,195.969244,259.74,4128.44,2248.78,,2144.092398,8578.808429,57.496031,1.519955,2.92996,4450.368429,270.663451,82.1356616505123,91.388983715134,80.4571382045643,109.686733882725,82.2349039324511,74.9271110065598,78.9865317546318,77.7348248235394,147.100123823469,68.6546520743591,36.1509698679152,46.84,9614952.0,11676912.0,38.34,18.41,6073.77,191.6,4.221500000000001,1100.06,356.59,24.36,26.08,-0.24,,1506.85,65.47,163.07
2005-02-01,67.3,117.86390805462301,112.24715440805429,99.55673520724119,114.56815429184383,110.33181483121575,81.55695001,72.6817568,2928.811168,142.885227,258.21,4182.12,2286.32,,2144.322415,8670.378553,57.616138,1.532451,2.960375,4488.258553,325.777388,82.2102978921335,94.72647206699,74.3313410859911,111.83720101548,83.862883239622,77.7193261752648,80.6358146283456,80.0099936303771,148.173137965292,70.5805900482563,36.2478662890363,48.15,9736581.0,11724363.0,36.89,14.68,6129.88,192.4,4.165263157894737,962.57,367.83,2.31,26.15,-1.61,,1357.24,68.92,163.93
2005-03-01,67.48,118.27609075789198,112.97866231333505,99.9056728209419,113.99204433065367,110.57157187523535,82.31818863,82.44089339,2899.157642,174.2,267.06,4309.45,2421.3,,2116.867642,8905.947642,58.33,1.58546,3.071909,4596.497642,282.7,86.8615595568859,108.135137793493,74.0883463299171,125.788194746727,87.8082616681848,79.8906898529938,84.0938902942517,82.9938052188338,160.713337870565,72.9047866625245,37.1701375213962,54.19,9858210.0,11771814.0,34.45,14.1,6256.42,193.1,4.497727272727273,959.3,361.12,40.06,25.91,0.11,,1386.5,69.18,166.19
2005-04-01,68.05,119.96647703488031,114.6387383450021,100.77335896763125,116.1101761443712,112.09759641065953,83.09638183,76.35370194,3123.996421,217.566118,258.57,4309.23,2355.89,,2219.329524,8943.797547,59.348023,1.483538,2.862935,4634.567547,369.182756,84.9836771984162,108.671034530132,75.0741445932578,127.002922881281,90.6476316589846,77.3567988613998,82.8749958609471,82.0368433766598,169.703614237085,71.3073233579003,36.7640760842186,52.98,9979146.0,11826673.333333334,37.25,14.94,6418.24,193.7,4.3409523809523805,1299.88,368.05,9.77,26.01,-1.9,,1701.81,64.85,167.95
2005-05-01,68.17,119.09629624282306,113.4744821951428,99.76406404966919,115.92610869887153,111.27072876165276,83.88683378,83.15046263,3002.30787,129.307247,284.03,4357.43,2427.4,,2262.936395,9107.509088,59.742693,1.582143,3.033503,4750.079088,266.291535,85.6853527782146,103.674013238345,74.8308556121319,120.427602032486,92.5222508313242,78.3866012466657,82.5004883172006,81.2345777157814,161.122787343227,71.6776724353437,36.1785136660296,49.83,10100082.0,11881532.666666666,47.52,18.65,6596.35,193.6,4.144285714285714,1149.48,350.1,3.1,25.3,-1.95,,1526.02,65.55,167.24
2005-06-01,68.21,119.92442449060114,115.3540375874385,99.99873010815699,117.96687606579637,112.42575681542687,84.68897244,80.29313837,3071.540735,119.671987,268.49,4404.25,2472.85,,2289.849655,9227.008635,60.05898,1.570143,3.004033,4822.758635,333.470113,85.8697204349819,119.081502411432,77.1145380443634,131.812697836034,93.2200617419362,75.1586793478364,83.0178333713213,81.8842736509216,167.626137055544,70.3444883555794,36.9357881802221,56.35,10221018.0,11936392.0,36.65,14.84,6743.19,193.7,3.998181818181818,1162.27,369.23,29.89,24.98,-0.14,,1586.23,65.35,167.26
2005-07-01,68.11,120.17464022510555,114.02668659697672,98.75146018976079,117.46161973895536,111.6684348511456,85.48798771,86.40602368,3147.009991,108.552698,256.27,4463.83,2460.32,,2353.286944,9337.545126,60.108182,1.548681,2.967116,4873.715126,368.792167,87.0137773744397,126.044443534159,78.7359746494232,138.616518631132,92.0701625954928,74.4554396262715,82.3513778244032,80.4981809016796,180.435677595545,69.6630312906736,36.3679123879791,59.0,10362669.666666666,11941567.666666666,37.6,15.76,6894.29,194.9,4.1775,1398.12,362.39,2.36,24.9,0.1,,1787.87,67.68,167.85
2005-08-01,68.01,122.0219787263424,115.25935024332348,100.97977461866938,118.69758653065945,113.36525387447789,86.26405092,90.31621624,3112.058258,123.216547,282.03,4544.47,2417.01,,2324.127095,9345.712986,60.105891,1.542787,3.003065,4801.242986,322.578725,88.7760396749171,136.697558422221,73.444635297615,152.932872488882,93.3635219205007,72.9854116229937,84.9088164300665,83.3716838570363,206.674232464138,69.8404043996037,37.4281686241742,64.99,10504321.333333334,11946743.333333334,42.29,18.72,7011.73,196.1,4.262608695652174,1458.02,365.98,1.67,25.04,-2.62,,1848.09,66.07,168.73
2005-09-01,68.5,123.05673055349418,115.69052553063922,101.42775043537979,119.53442500242521,114.03287282967153,87.01031931,86.50732102,3178.2311,74.899212,259.27,4775.34,2413.6,,2440.43443,9689.822424,60.447994,1.546295,3.04881,4914.482424,343.179464,89.8436068446282,136.433036890201,70.4470952025268,162.012912909927,97.0822162409844,72.834747495362,84.8152894738211,82.8166486070199,249.082571829829,70.1299186691505,38.8141668287984,65.59,10645973.0,11951919.0,33.5,16.24,7150.42,198.8,4.199047619047619,1513.61,399.77,29.53,24.86,0.02,,1967.79,67.34,171.34
2005-10-01,68.74,123.46080545469266,115.3975757793179,100.43035939594384,120.01781727018981,113.84676366372264,87.69521458,83.76320772,3218.524787,103.770325,298.86,4800.44,2452.75,,2441.941317,9754.803255,59.671938,1.539327,3.030831,4954.363255,314.281207,90.4592305057338,130.477631821469,64.3364700434336,160.175872283216,99.2820359969611,72.7285290092825,85.3475086758953,83.3157164489073,271.524018305299,70.5395101172026,40.1038355277772,62.26,10691276.666666666,12017677.333333334,39.72,20.68,7246.7,199.1,4.4635,1538.5,397.66,16.67,24.91,0.0,,1977.73,68.26,173.35
